id,departement,circonscription,numPanneau,nomCandidat,prenomCandidat,civiliteCandidat,codeNuance,libelleNuance
375,13,1313,5,DELESPAUL,Hervé,M.,DSV,Droite souverainiste
376,13,1313,6,LOKMANE,Lila,Mme,ENS,Ensemble ! (Majorité présidentielle)
377,13,1314,1,VERNY,Gérault,M.,UXD,Union de l'extrême droite
378,13,1314,2,CIOT,Jean-David,M.,UG,Union de la gauche
379,13,1314,3,PETEL,Anne-Laurence,Mme,ENS,Ensemble ! (Majorité présidentielle)
380,13,1314,4,MUSELET,Gaëtan,M.,LR,Les Républicains
381,13,1314,5,BOUCKENHOVE,Baptiste,M.,DVD,Divers droite
382,13,1314,6,MOYAL,Charles,M.,REC,Reconquête !
383,13,1314,7,DUFAY,Mireille,Mme,DSV,Droite souverainiste
384,13,1314,8,SASSOON,Dominique,M.,ECO,Ecologistes
385,13,1314,9,ROCHE,Anne,Mme,EXG,Extrême gauche
386,13,1315,1,HERMELLIN,Stephane,M.,LR,Les Républicains
387,13,1315,2,BAUBRY,Romain,M.,RN,Rassemblement National
388,13,1315,3,ELESIKIAN,Martine,Mme,REC,Reconquête !
389,13,1315,4,AÏDAROUS,Wassila,Mme,UG,Union de la gauche
390,13,1315,5,PTAK,Christophe,M.,DIV,Divers
391,13,1315,6,PONCHON,Solange,Mme,ENS,Ensemble ! (Majorité présidentielle)
392,13,1315,7,TESTUT,Anne,Mme,EXG,Extrême gauche
393,13,1316,1,SEDDIK,Florent,M.,REC,Reconquête !
394,13,1316,2,DUBOST,Guy,M.,EXG,Extrême gauche
395,13,1316,3,KOUKAS,Nicolas,M.,UG,Union de la gauche
396,13,1316,4,BOUZIANI,Samir,M.,ECO,Ecologistes
397,13,1316,5,TACHE DE LA PAGERIE,Emmanuel,M.,RN,Rassemblement National
398,13,1316,6,BERNARDET,Alain,M.,LR,Les Républicains
399,13,1316,7,BISCIONE,Marion,Mme,ENS,Ensemble ! (Majorité présidentielle)
400,14,1401,1,FOURREAU,Emma,Mme,UG,Union de la gauche
401,14,1401,2,CASEVITZ,Pierre,M.,EXG,Extrême gauche
402,14,1401,3,DAOUDI,Ludivine,Mme,RN,Rassemblement National
403,14,1401,4,BRUNEAU,Joël,M.,DVD,Divers droite
404,14,1401,5,LELOUP,Matéo,M.,REC,Reconquête !
405,14,1402,1,BERKOVICZ,Gregory,M.,RDG,Parti radical de gauche
406,14,1402,2,GARCIA,Christophe,M.,EXG,Extrême gauche
407,14,1402,3,DELAPORTE,Arthur,M.,UG,Union de la gauche
408,14,1402,4,LIBAN,Josseline,Mme,RN,Rassemblement National
409,14,1402,5,BAZINCOURT,Cédric,M.,DSV,Droite souverainiste
410,14,1402,6,BROU,Camille,Mme,DVD,Divers droite
411,14,1403,1,VALETTE,Thierry Paul,M.,DIV,Divers
412,14,1403,2,TRUFFAUT,Olivier,M.,UG,Union de la gauche
413,14,1403,3,PORTE,Nathalie,Mme,DVD,Divers droite
414,14,1403,4,PATRIER-LEITUS,Jérémie,M.,ENS,Ensemble ! (Majorité présidentielle)
415,14,1403,5,LANGEVIN,Michel,M.,EXG,Extrême gauche
416,14,1403,6,MAFIODO,Steven,M.,DSV,Droite souverainiste
417,14,1403,7,FAUVAGE,Edouard,M.,RN,Rassemblement National
418,14,1404,1,DEUTSCH,Pascale,Mme,REC,Reconquête !
419,14,1404,2,GAUGAIN,Sophie,Mme,DVD,Divers droite
420,14,1404,3,BUISSON,François,M.,DSV,Droite souverainiste
421,14,1404,4,POIROT-BOURDAIN,Patrick,M.,EXG,Extrême gauche
422,14,1404,5,HENRY,Chantal,Mme,EXD,Extrême droite
423,14,1404,6,MOURARET,Pierre,M.,UG,Union de la gauche
424,14,1404,7,BLANCHET,Christophe,M.,ENS,Ensemble ! (Majorité présidentielle)
425,14,1405,1,GÉREUX,Jean-Alexis,M.,DSV,Droite souverainiste
426,14,1405,2,PELTRE,Isabelle,Mme,EXG,Extrême gauche
427,14,1405,3,BOUYX,Bertrand,M.,ENS,Ensemble ! (Majorité présidentielle)
428,14,1405,4,NOUVELOT,Cédric,M.,DVD,Divers droite
429,14,1405,5,DESCLOS,Tony,M.,REC,Reconquête !
430,14,1405,6,DUPONT-FEDERICI,Thomas,M.,UG,Union de la gauche
431,14,1405,7,CHAPRON,Philippe,M.,RN,Rassemblement National
432,14,1406,1,CALBRIX,Nicolas,M.,RN,Rassemblement National
433,14,1406,2,GAUCHARD,Noé,M.,UG,Union de la gauche
434,14,1406,3,CAILLEMER,Esteline,Mme,REC,Reconquête !
435,14,1406,4,LAHALLE,Lynda,Mme,DVC,Divers centre
436,14,1406,5,GEORGET,Pascale,Mme,EXG,Extrême gauche
437,14,1406,6,BORNE,Elisabeth,Mme,ENS,Ensemble ! (Majorité présidentielle)
438,14,1406,7,LAREYNIE,Bérengère,Mme,EXG,Extrême gauche
439,14,1406,8,AMBOURG,Philippe,M.,DSV,Droite souverainiste
440,15,1501,1,DESCOEUR,Vincent,M.,DVD,Divers droite
441,15,1501,2,RUEDA,Valérie,Mme,UG,Union de la gauche
442,15,1501,3,DAUVILLIER,Rémy,M.,EXG,Extrême gauche
443,15,1501,4,BRUXELLE,Jean-Jacques,M.,REC,Reconquête !
444,15,1501,5,SABOT,Denis,M.,HOR,Horizons
445,15,1501,6,GALLAIS,Dorothée,Mme,RN,Rassemblement National
446,15,1502,1,CHEIKHI,Mona,Mme,EXG,Extrême gauche
447,15,1502,2,PÉBAY,Zoé,Mme,UG,Union de la gauche
448,15,1502,3,LACROIX,Gilles,M.,RN,Rassemblement National
449,15,1502,4,VEYSSET-RAPAPORT,Pascal,M.,REC,Reconquête !
450,15,1502,5,TILMANT-TATISCHEFF,Vladimir,M.,ENS,Ensemble ! (Majorité présidentielle)
451,15,1502,6,TOTY,Louis,M.,DVD,Divers droite
452,15,1502,7,BONY,Jean Yves,M.,DVD,Divers droite
453,16,1601,1,MESNIER,Thomas,M.,HOR,Horizons
454,16,1601,2,NICOLAS,Olivier,M.,EXG,Extrême gauche
455,16,1601,3,BOIVIN,Alain,M.,LR,Les Républicains
456,16,1601,4,PILATO,René,M.,UG,Union de la gauche
457,16,1601,5,LATUS,Marion,Mme,RN,Rassemblement National
458,16,1601,6,BERNARD,Doraline,Mme,REC,Reconquête !
459,16,1602,1,MARTIN,Barthélemy,M.,UXD,Union de l'extrême droite
460,16,1602,2,JANOT,Alain Gérard,M.,REC,Reconquête !
461,16,1602,3,DE CLISSON,Aurore,Mme,EXD,Extrême droite
462,16,1602,4,BESSAS,Françoise,Mme,EXG,Extrême gauche
463,16,1602,5,JOBIT,Didier,M.,LR,Les Républicains
464,16,1602,6,BALLU,Carole,Mme,UG,Union de la gauche
465,16,1602,7,MARSAUD,Sandra,Mme,ENS,Ensemble ! (Majorité présidentielle)
466,16,1602,8,VINSONNEAU,Corentin,M.,ECO,Ecologistes
467,16,1603,1,LEBRAUD,Virginie,Mme,UG,Union de la gauche
468,16,1603,2,CURGALI,Patrick,M.,EXG,Extrême gauche
469,16,1603,3,FRANÇOIS,Gwenhaël,M.,ENS,Ensemble ! (Majorité présidentielle)
470,16,1603,4,COLOMBIER,Caroline,Mme,RN,Rassemblement National
471,16,1603,5,SOUCHAUD,Dominique,M.,UDI,Union des Démocrates et Indépendants
472,16,1603,6,TOUZÉ,Adrien,M.,REC,Reconquête !
473,17,1701,1,COLIN,Antoine,M.,EXG,Extrême gauche
474,17,1701,2,CHAUVEAU,Emma,Mme,RN,Rassemblement National
475,17,1701,3,PERE,Philippe,M.,DIV,Divers
476,17,1701,4,SAMRI,Yasmina,Mme,DVG,Divers gauche
477,17,1701,5,FRANCOIS,Nicolas,M.,REC,Reconquête !
478,17,1701,6,SOUBESTE,Jean-Marc,M.,UG,Union de la gauche
479,17,1701,7,RAMEL,Françoise,Mme,REG,Régionaliste
480,17,1701,8,FALORNI,Olivier,M.,DVG,Divers gauche
481,17,1702,1,BLANCHÉ,Hervé,M.,LR,Les Républicains
482,17,1702,2,BERTHOLOM,Karen,Mme,RN,Rassemblement National
483,17,1702,3,BITEAU,Benoît,M.,UG,Union de la gauche
484,17,1702,4,CASTELLO,Frédéric,M.,EXG,Extrême gauche
485,17,1702,5,BABAULT,Anne-Laure,Mme,ENS,Ensemble ! (Majorité présidentielle)
486,17,1703,1,DAHAN-BERTHELOT,Gérald,M.,DVG,Divers gauche
487,17,1703,2,ARDOUIN,Jean-Philippe,M.,ENS,Ensemble ! (Majorité présidentielle)
488,17,1703,3,MORIN,Stéphane,M.,RN,Rassemblement National
489,17,1703,4,GODDE,Anne-Catherine,Mme,EXG,Extrême gauche
490,17,1703,5,BARUSSEAU,Fabrice,M.,UG,Union de la gauche
491,17,1704,1,GERARD,Raphaël,M.,ENS,Ensemble ! (Majorité présidentielle)
492,17,1704,2,MARKOWSKY,Pascal,M.,RN,Rassemblement National
493,17,1704,3,DESSELLES,Danièle,Mme,UG,Union de la gauche
494,17,1704,4,TRIPELON,Olivier,M.,EXG,Extrême gauche
495,17,1704,5,DROUILLARD,Céline,Mme,LR,Les Républicains
496,17,1705,1,MONGELOUS,Aymeric,M.,RN,Rassemblement National
497,17,1705,2,PLASSARD,Christophe,M.,HOR,Horizons
498,17,1705,3,BRACHET,Anne,Mme,UG,Union de la gauche
499,17,1705,4,CASSETTE,Danièle,Mme,EXG,Extrême gauche
500,18,1801,1,CORMIER-BOULIGEON,François,M.,ENS,Ensemble ! (Majorité présidentielle)
501,18,1801,2,CERVEAU,Sylvie,Mme,EXG,Extrême gauche
502,18,1801,3,LEFELLE,Hugo,M.,UG,Union de la gauche
503,18,1801,4,IANNUZZI,Ugo,M.,RN,Rassemblement National
504,18,1801,5,BELLON,Sandrine,Mme,REG,Régionaliste
505,18,1802,1,BEHAGHEL,Gabriel,M.,ENS,Ensemble ! (Majorité présidentielle)
506,18,1802,2,BULTEAU,Philippe,M.,DVD,Divers droite
507,18,1802,3,DUENAS,Bastian,M.,RN,Rassemblement National
508,18,1802,4,ROBIN,Régis,M.,EXG,Extrême gauche
509,18,1802,5,JAULIN,Ludovic,M.,REC,Reconquête !
510,18,1802,6,SANSU,Nicolas,M.,UG,Union de la gauche
511,18,1803,1,GENTILLET,Pierre,M.,RN,Rassemblement National
512,18,1803,2,DE CHOULOT,Bénédicte,Mme,LR,Les Républicains
513,18,1803,3,CHARTIER,Christa,Mme,DSV,Droite souverainiste
514,18,1803,4,BELLET,Eric,M.,EXG,Extrême gauche
515,18,1803,5,MOREIRA,Emma,Mme,UG,Union de la gauche
516,18,1803,6,KERVRAN,Loïc,M.,ENS,Ensemble ! (Majorité présidentielle)
517,18,1803,7,LOUGNON,Eric,M.,REC,Reconquête !
518,19,1901,1,COINAUD,Marie-Thérèse,Mme,EXG,Extrême gauche
519,19,1901,2,DUBOIS,Francis,M.,LR,Les Républicains
520,19,1901,3,OGUINENA,Gilles,M.,REC,Reconquête !
521,19,1901,4,HOLLANDE,François,M.,UG,Union de la gauche
522,19,1901,5,POUGET,Maïtey,Mme,RN,Rassemblement National
523,19,1902,1,ELOPHE,Valéry,M.,RN,Rassemblement National
524,19,1902,2,SICARD,Sylvie,Mme,EXG,Extrême gauche
525,19,1902,3,MEUNIER,Frédérique,Mme,LR,Les Républicains
526,19,1902,4,DEWAELE,Amandine,Mme,UG,Union de la gauche
527,21,2101,1,GODARD,Océane,Mme,UG,Union de la gauche
528,21,2101,2,THÉVENIN,Julien,M.,EXG,Extrême gauche
529,21,2101,3,ZIVKOVIC,Sladana,Mme,DVG,Divers gauche
530,21,2101,4,MARTIN,Didier,M.,ENS,Ensemble ! (Majorité présidentielle)
531,21,2101,5,HUMBLOT-CORNILLE,Cyline,Mme,RN,Rassemblement National
532,21,2101,6,DUGOURD,François-Xavier,M.,LR,Les Républicains
533,21,2102,1,GUYENOT,Tatiana,Mme,RN,Rassemblement National
534,21,2102,2,HERVIEU,Catherine,Mme,UG,Union de la gauche
535,21,2102,3,BOURGUIGNAT,Laurent,M.,LR,Les Républicains
536,21,2102,4,GONZALEZ,Julien,M.,ECO,Ecologistes
537,21,2102,5,BORDAT,Benoît,M.,ENS,Ensemble ! (Majorité présidentielle)
538,21,2102,6,BERTRAND,Elisabeth,Mme,DSV,Droite souverainiste
539,21,2102,7,ROCHER,Claire,Mme,EXG,Extrême gauche
540,21,2102,8,GAILLARD,Franck,M.,REC,Reconquête !
541,21,2103,1,KHATTABI,Fadila,Mme,ENS,Ensemble ! (Majorité présidentielle)
542,21,2103,2,MEZUI,Georges,M.,DVG,Divers gauche
543,21,2103,3,BOURGADEL,Charle,M.,LR,Les Républicains
544,21,2103,4,PRIBETICH,Pierre,M.,UG,Union de la gauche
545,21,2103,5,COUDERT,Thierry,M.,UXD,Union de l'extrême droite
546,21,2103,6,DELORME,Fabienne,Mme,EXG,Extrême gauche
547,21,2104,1,BRIGAND,Hubert,M.,LR,Les Républicains
548,21,2104,2,DUMONT,Sophie,Mme,RN,Rassemblement National
549,21,2104,3,DENIZOT,Michel,M.,EXG,Extrême gauche
550,21,2104,4,JACQ,Valérie,Mme,UG,Union de la gauche
551,21,2105,1,PARIS,Didier,M.,ENS,Ensemble ! (Majorité présidentielle)
552,21,2105,2,FLACHE,Jérôme,M.,UG,Union de la gauche
553,21,2105,3,PETET,Françoise,Mme,EXG,Extrême gauche
554,21,2105,4,BAUDOT,Nicolas,M.,DVC,Divers centre
555,21,2105,5,CHERONT,Arnaud,M.,DVD,Divers droite
556,21,2105,6,LIORET,René,M.,RN,Rassemblement National
557,22,2201,1,COSSON,Mickaël,M.,ENS,Ensemble ! (Majorité présidentielle)
558,22,2201,2,GORGIARD,Marion,Mme,UG,Union de la gauche
559,22,2201,3,DENIS,Hervé,M.,EXG,Extrême gauche
560,22,2201,4,BILLAUD,Françoise,Mme,RN,Rassemblement National
561,22,2201,5,DANJOU,Aourell,Mme,ECO,Ecologistes
562,22,2201,6,CROGUENNEC,Bernard,M.,LR,Les Républicains
563,22,2201,7,LE FOL,Alain,M.,EXG,Extrême gauche
564,22,2201,8,MATTASOGLIO,Virginie,Mme,DVC,Divers centre
565,22,2202,1,DESBOIS,Michel,M.,DVD,Divers droite
566,22,2202,2,DAUPHIN,Jérémy,M.,UG,Union de la gauche
567,22,2202,3,MAHEU,Logan,M.,REG,Régionaliste
568,22,2202,4,KIEFFER,Antoine,M.,RN,Rassemblement National
569,22,2202,5,BERVILLE,Hervé,M.,ENS,Ensemble ! (Majorité présidentielle)
570,22,2202,6,HERBLIN,Lucie,Mme,EXG,Extrême gauche
571,22,2203,1,LE FUR,Corentin,M.,LR,Les Républicains
572,22,2203,2,ROUXEL,Emmanuel,M.,REG,Régionaliste
573,22,2203,3,RAVARD,Antoine,M.,UG,Union de la gauche
574,22,2203,4,GATIEN,Gabrielle,Mme,DIV,Divers
575,22,2203,5,CLEMENT,Lucas,M.,ENS,Ensemble ! (Majorité présidentielle)
576,22,2203,6,TYLI,Bryan,M.,REG,Régionaliste
577,22,2203,7,LAMOUR,Jean-Pierre,M.,EXG,Extrême gauche
578,22,2203,8,DE MELLON,Odile,Mme,RN,Rassemblement National
579,22,2204,1,LUDE,Noël,M.,RN,Rassemblement National
580,22,2204,2,JOBIC,Cyril,M.,ENS,Ensemble ! (Majorité présidentielle)
581,22,2204,3,LE MEN,Danielle,Mme,REC,Reconquête !
582,22,2204,4,LIRONCOURT,Sylvie,Mme,EXG,Extrême gauche
583,22,2204,5,LEPVRAUD,Murielle,Mme,UG,Union de la gauche
584,22,2205,1,LE BOULANGER,Jean-Yves,M.,RN,Rassemblement National
585,22,2205,2,GUÉGUEN,Yann,M.,EXG,Extrême gauche
586,22,2205,3,BOTHOREL,Eric,M.,ENS,Ensemble ! (Majorité présidentielle)
587,22,2205,4,LEMAITRE,Marielle,Mme,UG,Union de la gauche
588,23,2301,1,PINSON,Ana,Mme,REC,Reconquête !
589,23,2301,2,DUMON,Catherine,Mme,EXG,Extrême gauche
590,23,2301,3,SIMONET,Valérie,Mme,DVD,Divers droite
591,23,2301,4,VERHEYEN VALADE,Florence,Mme,DIV,Divers
592,23,2301,5,LENOIR,Bartolomé,M.,UXD,Union de l'extrême droite
593,23,2301,6,COUTURIER,Catherine,Mme,UG,Union de la gauche
594,23,2301,7,MOREAU,Jean-Baptiste,M.,ENS,Ensemble ! (Majorité présidentielle)
595,24,2401,1,MARTIN,Pascale,Mme,UG,Union de la gauche
596,24,2401,2,DESPORT NAMUR,Bérenger,M.,LR,Les Républicains
597,24,2401,3,COUTOU,Antoine,M.,REC,Reconquête !
598,24,2401,4,LECHON,Nadine,Mme,RN,Rassemblement National
599,24,2401,5,ALMOSNINO,Jonathan,M.,EXG,Extrême gauche
600,24,2401,6,TONON,Clément,M.,ENS,Ensemble ! (Majorité présidentielle)
601,24,2401,7,LAMBERT,Stéphane,M.,DIV,Divers
602,24,2402,1,DELPON,Michel,M.,ENS,Ensemble ! (Majorité présidentielle)
603,24,2402,2,BAYLE,Josie,Mme,LR,Les Républicains
604,24,2402,3,KHELFAOUI,Lise,Mme,EXG,Extrême gauche
605,24,2402,4,CATHUS,Christophe,M.,UG,Union de la gauche
606,24,2402,5,MULLER,Serge,M.,RN,Rassemblement National
607,24,2403,1,THOMASSON,Myriam,Mme,LR,Les Républicains
608,24,2403,2,DRUILLOLE,Christelle,Mme,UG,Union de la gauche
609,24,2403,3,JOUBERT,Florence,Mme,RN,Rassemblement National
610,24,2403,4,CUBERTAFON,Jean-Pierre,M.,ENS,Ensemble ! (Majorité présidentielle)
611,24,2403,5,DECOUPY,Jacques,M.,EXG,Extrême gauche
612,24,2404,1,BALLERAND,Nathalie,Mme,REC,Reconquête !
613,24,2404,2,PEYRAT,Jérôme,M.,DVC,Divers centre
614,24,2404,3,PEYTAVIE,Sébastien,M.,UG,Union de la gauche
615,24,2404,4,TOURNE,François,M.,ENS,Ensemble ! (Majorité présidentielle)
616,24,2404,5,BALLAND,Anne-Catherine,Mme,LR,Les Républicains
617,24,2404,6,GREEN-MADEO,Christophe,M.,EXG,Extrême gauche
618,24,2404,7,MARCHAUDON,Dominique-Louise,Mme,RN,Rassemblement National
619,25,2501,1,FRIESS,Nicole,Mme,EXG,Extrême gauche
620,25,2501,2,RUCH,Alain,M.,EXG,Extrême gauche
621,25,2501,3,LUTZ,Thomas,M.,RN,Rassemblement National
622,25,2501,4,PERNIN,Marielle,Mme,ECO,Ecologistes
623,25,2501,5,MORÉ,Elisa,Mme,REG,Régionaliste
624,25,2501,6,VEZIES,Séverine,Mme,UG,Union de la gauche
625,25,2501,7,CROIZIER,Laurent,M.,ENS,Ensemble ! (Majorité présidentielle)
626,25,2502,1,VOYNET,Dominique,Mme,UG,Union de la gauche
627,25,2502,2,VUITTON,Brigitte,Mme,EXG,Extrême gauche
628,25,2502,3,FUSIS,Eric,M.,RN,Rassemblement National
629,25,2502,4,VUILLEMIN,Benoît,M.,ENS,Ensemble ! (Majorité présidentielle)
630,25,2502,5,ROY,Daniel,M.,LR,Les Républicains
631,25,2503,1,BLOCH,Matthieu,M.,UXD,Union de l'extrême droite
632,25,2503,2,DAYET,Virginie,Mme,UG,Union de la gauche
633,25,2503,3,KEMPS,Brandon,M.,DSV,Droite souverainiste
634,25,2503,4,PACQUOT,Nicolas,M.,ENS,Ensemble ! (Majorité présidentielle)
635,25,2503,5,PLAIN,Franck,M.,EXG,Extrême gauche
636,25,2504,1,TREPPO,Michel,M.,EXG,Extrême gauche
637,25,2504,2,GRANGIER,Géraldine,Mme,RN,Rassemblement National
638,25,2504,3,DUVERNOIS,Magali,Mme,UG,Union de la gauche
639,25,2504,4,VOLA,Yves,M.,ECO,Ecologistes
640,25,2504,5,GAUTIER,Philippe,M.,ENS,Ensemble ! (Majorité présidentielle)
641,25,2505,1,LAURENT,Nolann,M.,DIV,Divers
642,25,2505,2,MORRISON,Sonya,Mme,EXG,Extrême gauche
643,25,2505,3,GENEVARD,Annie,Mme,LR,Les Républicains
644,25,2505,4,CASSEZ,Matthieu,M.,UG,Union de la gauche
645,25,2505,5,BOILLOT,Lucas,M.,ENS,Ensemble ! (Majorité présidentielle)
646,25,2505,6,JEANDENAND,Florianne,Mme,RN,Rassemblement National
647,26,2601,1,VALLON,Jean-Paul,M.,RN,Rassemblement National
648,26,2601,2,PUGEAT,Véronique,Mme,LR,Les Républicains
649,26,2601,3,AOUSTET,Thierry,M.,REC,Reconquête !
650,26,2601,4,CLAPOT,Mireille,Mme,ENS,Ensemble ! (Majorité présidentielle)
651,26,2601,5,KOPFF,Adèle,Mme,EXG,Extrême gauche
652,26,2601,6,CHRISTOPHLE,Paul,M.,UG,Union de la gauche
653,26,2602,1,MICHEL,Nicolas,M.,ENS,Ensemble ! (Majorité présidentielle)
654,26,2602,2,OUMEDDOUR,Karim,M.,DVD,Divers droite
655,26,2602,3,POLLET,Lisette,Mme,RN,Rassemblement National
656,26,2602,4,CHKERI,Karim,M.,UG,Union de la gauche
657,26,2602,5,GAILLARD,Jean-Marc,M.,REC,Reconquête !
658,26,2602,6,RAT,Guy,M.,EXG,Extrême gauche
659,26,2602,7,LAGIER,Damien,M.,LR,Les Républicains
660,26,2603,1,PICARD,Patricia,Mme,LR,Les Républicains
661,26,2603,2,POCHON,Marie,Mme,UG,Union de la gauche
662,26,2603,3,MARCHIONNI,Lander,M.,ENS,Ensemble ! (Majorité présidentielle)
663,26,2603,4,SIMONCINI,Frédérique,Mme,REC,Reconquête !
664,26,2603,5,CHAMPMARTIN,Charly,M.,EXG,Extrême gauche
665,26,2603,6,AUTRAND,Adhémar,M.,DVD,Divers droite
666,26,2604,1,BERMOND,Guy,M.,DSV,Droite souverainiste
667,26,2604,2,PAGANI,Isabelle,Mme,UG,Union de la gauche
668,26,2604,3,BERNARD,Monique,Mme,EXG,Extrême gauche
669,26,2604,4,ANTHOINE,Emmanuelle,Mme,LR,Les Républicains
670,26,2604,5,GAFA,Olivier,M.,ENS,Ensemble ! (Majorité présidentielle)
671,26,2604,6,MONNIER,Thibaut,M.,RN,Rassemblement National
672,26,2604,7,REYBERT,Evelyne,Mme,REC,Reconquête !
673,27,2701,1,THALMANN,Jacques,M.,REC,Reconquête !
674,27,2701,2,DUCAMP,Anne,Mme,EXG,Extrême gauche
675,27,2701,3,LE BONTÉ,Christine,Mme,UG,Union de la gauche
676,27,2701,4,LOIR,Christine,Mme,RN,Rassemblement National
677,27,2701,5,CANIN,Julien,M.,ENS,Ensemble ! (Majorité présidentielle)
678,27,2702,1,GODARD,Laure Anne,Mme,DVC,Divers centre
679,27,2702,2,VEYRI,Timour,M.,UG,Union de la gauche
680,27,2702,3,LEVAVASSEUR,Katiana,Mme,RN,Rassemblement National
681,27,2702,4,COLLIN,Isabelle,Mme,ENS,Ensemble ! (Majorité présidentielle)
682,27,2702,5,BAUDE,Edouard,M.,DVD,Divers droite
683,27,2702,6,AUGER,Stéphanie,Mme,DVD,Divers droite
684,27,2702,7,PEYRAUD,Mélanie,Mme,EXG,Extrême gauche
685,27,2702,8,BRÉLY,Laurence,Mme,REC,Reconquête !
686,27,2703,1,DARIC,Didier,M.,REC,Reconquête !
687,27,2703,2,MAUVIEUX,Kévin,M.,RN,Rassemblement National
688,27,2703,3,HUARD,Marie-Noëlle,Mme,EXG,Extrême gauche
689,27,2703,4,ELEXHAUSER,Thomas,M.,DVC,Divers centre
690,27,2703,5,TAMARELLE VERHAEGHE,Marie,Mme,ENS,Ensemble ! (Majorité présidentielle)
691,27,2703,6,TURPIN,Jean-Christophe,M.,UG,Union de la gauche
692,27,2704,1,BLONDEL,Stacy,Mme,REC,Reconquête !
693,27,2704,2,BRUN,Philippe,M.,UG,Union de la gauche
694,27,2704,3,SOLAL,Christophe,M.,EXG,Extrême gauche
695,27,2704,4,PAUPER,Patrice,M.,RN,Rassemblement National
696,27,2704,5,TERLEZ,Anne,Mme,ENS,Ensemble ! (Majorité présidentielle)
697,27,2704,6,ISTIN,Olivier,M.,DVC,Divers centre
698,27,2705,1,BEAUJOUAN,Ludovic,M.,DIV,Divers
699,27,2705,2,JOURDAIN,Pierre-Yves,M.,UG,Union de la gauche
700,27,2705,3,BLITMAN,Delphine,Mme,EXG,Extrême gauche
701,27,2705,4,HOUSSIN,Timothée,M.,RN,Rassemblement National
702,27,2705,5,MAZURE,Christian,M.,DVD,Divers droite
703,27,2705,6,PRÉVOTEAU DU CLARY,Colin,M.,DVD,Divers droite
704,27,2705,7,DUCHÉ,Frédéric,M.,ENS,Ensemble ! (Majorité présidentielle)
705,27,2705,8,DAVERTON,David,M.,LR,Les Républicains
706,28,2801,1,KASBARIAN,Guillaume,M.,ENS,Ensemble ! (Majorité présidentielle)
707,28,2801,2,BRIDET,Jean-François,M.,UG,Union de la gauche
708,28,2801,3,MINOT,Emma,Mme,RN,Rassemblement National
709,28,2801,4,AUBERT,Marie-José,Mme,EXG,Extrême gauche
710,28,2801,5,DELAUNEY,Pierre-Louis,M.,REC,Reconquête !
711,28,2801,6,VERGNE,Ladislas,M.,LR,Les Républicains
712,28,2802,1,ROGÉ,Florence,Mme,REC,Reconquête !
713,28,2802,2,MAZY,Florent,M.,ENS,Ensemble ! (Majorité présidentielle)
714,28,2802,3,MARLEIX,Olivier,M.,LR,Les Républicains
715,28,2802,4,DUBOIS,Olivier,M.,RN,Rassemblement National
716,28,2802,5,DENIS,Adrien,M.,EXG,Extrême gauche
717,28,2802,6,JAFFRENOU,Béatrice,Mme,EXG,Extrême gauche
718,28,2802,7,FAVERIS,Nadia,Mme,UG,Union de la gauche
719,28,2803,1,BAY,Christophe,M.,RN,Rassemblement National
720,28,2803,2,CHEVROLLIER,Vincent,M.,EXG,Extrême gauche
721,28,2803,3,HUWART,Harold,M.,DVC,Divers centre
722,28,2803,4,LAQUA,Eric,M.,REC,Reconquête !
723,28,2803,5,MARTIAL,Rémi,M.,LR,Les Républicains
724,28,2804,1,VIGIER,Philippe,M.,ENS,Ensemble ! (Majorité présidentielle)
725,28,2804,2,ASSAYAG,Anne-Laure,Mme,EXG,Extrême gauche
726,28,2804,3,BOËNS,Sylviane,Mme,UG,Union de la gauche
727,28,2804,4,PECOUT,Roger,M.,UXD,Union de l'extrême droite
728,28,2804,5,LHOPITEAU,Vincent,M.,REC,Reconquête !
729,29,2901,1,LE MEUR,Annaïg,Mme,ENS,Ensemble ! (Majorité présidentielle)
730,29,2901,2,LEBERT,Grégory,M.,UG,Union de la gauche
731,29,2901,3,HERMAN,France,Mme,REC,Reconquête !
732,29,2901,4,HÉNAFF,Christel,Mme,RN,Rassemblement National
733,29,2901,5,LE GRAND,Alain,M.,LR,Les Républicains
734,29,2901,6,HARDY,Serge,M.,EXG,Extrême gauche
735,29,2902,1,BRÉHIER,Tristan,M.,ENS,Ensemble ! (Majorité présidentielle)
736,29,2902,2,HENRY,Geneviève,Mme,ECO,Ecologistes
737,29,2902,3,LARSONNEUR,Jean-Charles,M.,DVC,Divers centre
738,29,2902,4,HOUARD,Françoise,Mme,LR,Les Républicains
739,29,2902,5,ROUSSEAU,Alain,M.,REC,Reconquête !
740,29,2902,6,HITA,Melvyn,M.,EXG,Extrême gauche
741,29,2902,7,CADALEN,Pierre-Yves,M.,UG,Union de la gauche
742,29,2902,8,KERVELLA,Denis,M.,RN,Rassemblement National
743,29,2902,9,COLLARD,Rémy,M.,EXG,Extrême gauche
744,29,2902,10,KOFFI,Martial,M.,EXD,Extrême droite
745,29,2903,1,COLINET,Annie,Mme,DIV,Divers
746,29,2903,2,LE GAC,Didier,M.,ENS,Ensemble ! (Majorité présidentielle)
747,29,2903,3,DONVAL,Martine,Mme,RN,Rassemblement National
748,29,2903,4,SMOLARZ,Pierre,M.,UG,Union de la gauche
749,29,2903,5,MULLER,Matthieu,M.,EXG,Extrême gauche
